,Tweet_id,Name,Rating_Numerator,Rating_Denominator,Retweet_Count,Favourite_count,Breed_Prediction_1,Breed_Conf_Intrvl_1,Breed_Prediction_Result_1,Breed_Prediction_2,Breed_Conf_Intrvl_2,Breed_Prediction_Result_2,Breed_Prediction_3,Breed_Conf_Intrvl_3,Breed_Prediction_Result_3,Dog_Stage,Timestamp,Text,Source,Jpg_url,Expanded_urls
14,889531135344209921,StuNonert,13.0,10,2256.0,15116.0,golden_retriever,0.95,True,Labrador_retriever,0.01,True,redbone,0.01,True,puppo,2017-07-24,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,https://twitter.com/dog_rates/status/889531135344209921/photo/1
15,889278841981685760,Oliver,13.0,10,5485.0,25335.0,whippet,0.63,True,borzoi,0.19,True,Saluki,0.03,True,,2017-07-24,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,https://twitter.com/dog_rates/status/889278841981685760/video/1
16,888917238123831296,Jim,12.0,10,4541.0,29125.0,golden_retriever,0.71,True,Tibetan_mastiff,0.12,True,Labrador_retriever,0.11,True,,2017-07-23,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,https://twitter.com/dog_rates/status/888917238123831296/photo/1
17,888804989199671297,Zeke,13.0,10,4389.0,25629.0,golden_retriever,0.47,True,Labrador_retriever,0.18,True,English_setter,0.07,True,,2017-07-22,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1"
18,888554962724278272,RNonelphus,13.0,10,3617.0,19939.0,Siberian_husky,0.7,True,Eskimo_dog,0.17,True,malamute,0.11,True,,2017-07-22,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1"
19,888202515573088257,CNonenelNone,13.0,10,,,Pembroke,0.81,True,Rhodesian_ridgeback,0.05,True,beagle,0.04,True,,2017-07-21,RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1"
20,888078434458587136,GerNoneld,12.0,10,3530.0,21790.0,French_bulldog,1.0,True,pug,0.0,True,bull_mastiff,0.0,True,,2017-07-20,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1"
21,887705289381826560,Jeffrey,13.0,10,5441.0,30232.0,basset,0.82,True,redbone,0.09,True,Weimaraner,0.03,True,,2017-07-19,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,https://twitter.com/dog_rates/status/887705289381826560/photo/1
22,887517139158093824,such,14.0,10,11765.0,46308.0,limousine,0.13,False,tow_truck,0.03,False,shopping_cart,0.03,False,,2017-07-19,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,https://twitter.com/dog_rates/status/887517139158093824/video/1
23,887473957103951883,CNonenelNone,13.0,10,18404.0,69215.0,Pembroke,0.81,True,Rhodesian_ridgeback,0.05,True,beagle,0.04,True,,2017-07-19,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1"
24,887343217045368832,None,13.0,10,10498.0,33738.0,Mexican_hairless,0.33,True,sea_lion,0.28,False,Weimaraner,0.13,True,,2017-07-18,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,https://twitter.com/dog_rates/status/887343217045368832/video/1
25,887101392804085760,None,12.0,10,6013.0,30586.0,Samoyed,0.73,True,Eskimo_dog,0.04,True,Staffordshire_bullterrier,0.03,True,,2017-07-18,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,https://twitter.com/dog_rates/status/887101392804085760/photo/1
26,886983233522544640,MNoneyNone,13.0,10,7835.0,35206.0,Chihuahua,0.79,True,toy_terrier,0.14,True,None,0.03,False,,2017-07-17,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1"
27,886736880519319552,Mingus,13.0,10,3326.0,12086.0,kuvasz,0.31,True,Great_Pyrenees,0.19,True,Dandie_Dinmont,0.09,True,,2017-07-16,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1"
28,886680336477933568,Derek,13.0,10,4512.0,22462.0,convertible,0.74,False,None,0.14,False,None,0.04,False,,2017-07-16,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,https://twitter.com/dog_rates/status/886680336477933568/photo/1
29,886366144734445568,Roscoe,12.0,10,3213.0,21159.0,French_bulldog,1.0,True,Chihuahua,0.0,True,Boston_bull,0.0,True,pupper,2017-07-15,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1"
30,886267009285017600,None,12.0,10,3.0,116.0,,,,,,,,,,,2017-07-15,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,
31,886258384151887873,WNoneffles,13.0,10,6353.0,28013.0,pug,0.94,True,shower_cap,0.03,False,Siamese_cat,0.0,False,,2017-07-15,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,https://twitter.com/dog_rates/status/886258384151887873/photo/1
32,886054160059072513,None,12.0,10,104.0,0.0,,,,,,,,,,,2017-07-15,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"https://twitter.com/dog_rates/status/886053434075471873,https://twitter.com/dog_rates/status/886053434075471873"
33,885984800019947520,Jimbo,12.0,10,6870.0,32764.0,Blenheim_spaniel,0.97,True,Shih-Tzu,0.01,True,Bernese_mountain_dog,0.01,True,,2017-07-14,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,https://twitter.com/dog_rates/status/885984800019947520/photo/1
34,885528943205470208,MNoneisey,13.0,10,6500.0,36069.0,pug,0.37,True,Labrador_retriever,0.27,True,kuvasz,0.13,True,,2017-07-13,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,https://twitter.com/dog_rates/status/885528943205470208/photo/1
35,885518971528720385,None,14.0,10,3796.0,20460.0,,,,,,,,,,,2017-07-13,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://twitter.com/4bonds2carbon/status/885517367337512960
36,885311592912609280,Lilly,13.0,10,18748.0,0.0,Labrador_retriever,0.91,True,seat_belt,0.06,False,pug,0.01,True,,2017-07-13,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1"
37,885167619883638784,None,13.0,10,4423.0,21985.0,malamute,0.81,True,Siberian_husky,0.07,True,Eskimo_dog,0.06,True,,2017-07-12,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1"
38,884925521741709313,ENonerl,12.0,10,18616.0,77693.0,Italian_greyhound,0.26,True,American_Staffordshire_terrier,0.2,True,Staffordshire_bullterrier,0.13,True,,2017-07-12,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,https://twitter.com/dog_rates/status/884925521741709313/photo/1
39,884876753390489601,LolNone,13.0,10,5846.0,27979.0,chow,0.82,True,Norwich_terrier,0.11,True,Norfolk_terrier,0.04,True,,2017-07-11,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1"
40,884562892145688576,Kevin,13.0,10,4922.0,24334.0,pug,0.55,True,French_bulldog,0.4,True,Brabancon_griffon,0.04,True,,2017-07-11,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,https://twitter.com/dog_rates/status/884562892145688576/photo/1
41,884441805382717440,None,14.0,10,5709.0,27033.0,Pembroke,0.99,True,Cardigan,0.0,True,Chihuahua,0.0,True,,2017-07-10,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,https://twitter.com/dog_rates/status/884441805382717440/photo/1
42,884247878851493888,None,13.0,10,20637.0,73148.0,,,,,,,,,,,2017-07-10,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://twitter.com/kaijohnson_19/status/883965650754039809
43,884162670584377345,Yogi,12.0,10,3021.0,20417.0,German_shepherd,0.71,True,malinois,0.2,True,Norwegian_elkhound,0.05,True,doggo,2017-07-09,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,https://twitter.com/dog_rates/status/884162670584377345/photo/1
44,883838122936631299,NoNoneh,12.0,10,3481.0,21935.0,Doberman,0.61,True,miniature_pinscher,0.3,True,kelpie,0.06,True,,2017-07-09,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,https://twitter.com/dog_rates/status/883838122936631299/photo/1
45,883482846933004288,BellNone,13.5,10,10057.0,46032.0,golden_retriever,0.94,True,Labrador_retriever,0.03,True,kuvasz,0.01,True,,2017-07-08,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1"
46,883360690899218434,GrizzwNoneld,13.0,10,3722.0,22594.0,chow,0.99,True,Tibetan_mastiff,0.01,True,Newfoundland,0.0,True,floofer,2017-07-07,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,https://twitter.com/dog_rates/status/883360690899218434/photo/1
47,883117836046086144,None,13.0,10,6740.0,37283.0,golden_retriever,0.95,True,Labrador_retriever,0.05,True,kuvasz,0.0,True,,2017-07-07,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1"
48,882992080364220416,Rusty,13.0,10,3967.0,23988.0,Eskimo_dog,0.47,True,Siberian_husky,0.41,True,dingo,0.07,False,,2017-07-06,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1"
49,882762694511734784,Gus,12.0,10,4978.0,28369.0,Labrador_retriever,0.85,True,Chesapeake_Bay_retriever,0.07,True,flat-coated_retriever,0.02,True,pupper,2017-07-06,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,https://twitter.com/dog_rates/status/882762694511734784/photo/1
50,882627270321602560,StNonenley,13.0,10,6161.0,27930.0,Pembroke,0.54,True,Chihuahua,0.25,True,Cardigan,0.11,True,,2017-07-05,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,https://twitter.com/dog_rates/status/882627270321602560/photo/1
51,882268110199369728,Alfy,13.0,10,11728.0,45057.0,golden_retriever,0.76,True,Labrador_retriever,0.1,True,cocker_spaniel,0.02,True,,2017-07-04,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1"
